Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"James Karinchak","CLE",3,2,,3.9139,48,0,0,4,48,206,37,22,21,6,27,,2,63,11.7649,4.98012,2.36238,1.15493,0.304967,0.129093,0.17587386071681976,0.207298,1.31922,0.282224,0.74721,,,4.08436,0.121865,0.148451,745.5,,,,"20151"
"Spencer Arrighetti","HOU",1,1,,4.64214,9,3,0,1,24,104,22,13,12,3,10,,2,23,8.52602,3.96479,2.15044,1.31531,0.21695,0.100886,0.11606326699256897,0.242802,1.37812,0.28592,0.703833,,,4.77548,0.119101,0.152,999,,,,"sa3017537"
"Andre Pallante","STL",3,2,,4.00922,60,0,1,11,60,262,62,29,27,5,24,,2,44,6.55165,3.57522,1.83252,0.820658,0.167014,0.0911389,0.07587472349405289,0.263127,1.42993,0.30317,0.724948,,,4.28658,0.119023,0.280782,999,,,,"26108"
"Carlos F. Rodriguez","MIL",1,1,,4.75708,3,3,0,0,17,74,16,10,9,3,7,,1,16,8.4288,3.85397,2.18705,1.439,0.213779,0.0977478,0.11603101342916489,0.244906,1.3792,0.283888,0.702674,,,4.9539,0.118791,0.10894,999,,,,"sa3018116"
"Nate Pearson","TOR",3,3,,4.18616,54,0,1,4,54,233,46,27,25,7,26,,3,60,9.99744,4.3279,2.31,1.22458,0.257383,0.111421,0.14596179127693176,0.227267,1.34142,0.285273,0.732255,,,4.39031,0.117607,0.0615165,710.0800170898438,,,,"20160"
"Trevor Richards","TOR",2,3,,4.00769,60,0,0,8,60,254,50,29,27,9,26,,1,74,11.0747,3.89416,2.84392,1.30773,0.290865,0.102276,0.18858914822340012,0.219397,1.26057,0.28469,0.735569,,,4.05428,0.112569,0.0563613,745.9299926757812,,,,"19309"
"Noah Davis","COL",2,3,,5.98863,14,6,0,1,40,185,45,29,27,7,19,,4,30,6.62843,4.24307,1.56218,1.58294,0.159781,0.102281,0.05750028043985367,0.279854,1.59884,0.305351,0.655809,,,5.81121,0.109358,0.0967259,999,,,,"25862"
"Tyler Rogers","SFG",3,4,,4.12965,64,0,3,12,64,273,67,32,29,7,17,,4,48,6.72975,2.38675,2.81963,1.05145,0.175524,0.0622506,0.11327313259243965,0.26515,1.30975,0.301709,0.710931,,,4.24016,0.107652,0.241483,695.4600219726562,,,,"15541"
"Andrew Saalfrank","ARI",3,3,,3.87331,50,0,0,4,50,217,45,23,22,5,24,,2,51,9.23102,4.40489,2.09563,0.857363,0.235868,0.112552,0.12331572920084,0.237479,1.39725,0.300746,0.736131,,,4.01943,0.107421,0.218727,999,,,,"26203"
"Shelby Miller","DET",3,3,,4.45592,61,0,1,12,61,263,55,33,30,8,28,,3,61,8.96608,4.09718,2.18835,1.188,0.230798,0.105466,0.12533123791217804,0.237628,1.36244,0.288231,0.703451,,,4.47479,0.105571,-0.00185659,511.57000732421875,,,,"10197"
"Cionel Pérez","BAL",3,3,,4.05955,60,0,0,12,60,261,56,29,27,6,27,,2,56,8.45971,4.10522,2.06072,0.955238,0.216341,0.104983,0.11135783046483994,0.242488,1.38968,0.295107,0.725486,,,4.23988,0.100555,0.197933,999,,,,"19614"
"Zach Jackson","OAK",3,4,,4.24755,56,0,0,9,56,246,48,28,26,7,31,,2,66,10.609,5.03204,2.10829,1.17361,0.268333,0.127275,0.14105813205242157,0.225948,1.4176,0.292368,0.74167,,,4.37311,0.0992621,0.0784521,749.3300170898438,,,,"19493"
"Ian Gibaut","CIN",3,4,,4.60366,54,0,0,4,54,237,53,30,28,8,23,,3,55,9.13691,3.78501,2.41397,1.33373,0.231544,0.095918,0.13562559336423874,0.248499,1.39405,0.299664,0.70826,,,4.55224,0.0989533,0.0602401,750.260009765625,,,,"17871"
"Mick Abel","PHI",2,3,,5.17419,24,5,0,1,44,197,43,27,25,7,23,,3,40,8.11577,4.71891,1.71984,1.43219,0.200996,0.116869,0.0841270163655281,0.25294,1.50996,0.291451,0.694274,,,5.28939,0.0985227,0.10319,999,,,,"sa3014534"
"Christian Scott","NYM",0,0,,4.32876,2,2,0,0,8,34,8,4,4,1,2,,0,7,8.1256,2.57541,3.15507,1.2728,0.211305,0.0669731,0.1443314477801323,0.249114,1.26408,0.290318,0.699731,,,4.32921,0.0981916,0.0966622,999,,,,"sa3017948"
"Chris Devenski","TBR",4,3,,4.19052,58,0,0,10,58,246,56,29,27,9,17,,2,56,8.65571,2.58014,3.35474,1.34102,0.227081,0.0676895,0.15939145535230637,0.247108,1.25178,0.292003,0.717112,,,4.25758,0.0979442,0.0477914,747.47998046875,,,,"12763"
"Hunter Stratton","PIT",3,4,,4.42389,60,0,0,11,60,265,55,32,29,8,30,,4,61,9.21567,4.48929,2.05281,1.18408,0.232123,0.113076,0.11904752999544144,0.239221,1.42066,0.292912,0.723536,,,4.59065,0.0967763,0.1093,999,,,,"23455"
"Hurston Waldrep","ATL",1,1,,4.33974,19,2,0,1,25,108,23,13,12,3,12,,1,26,9.27005,4.28245,2.16466,1.17862,0.236189,0.109111,0.1270778328180313,0.245121,1.41893,0.302301,0.724217,,,4.43772,0.0956672,0.128457,999,,,,"sa3022942"
"Bryce Jarvis","ARI",3,3,,4.45268,46,2,0,1,53,232,53,28,26,7,22,,2,46,7.78285,3.81617,2.03944,1.11883,0.197451,0.0968159,0.1006346270442009,0.255045,1.42279,0.298758,0.71336,,,4.53238,0.0951124,0.110929,999,,,,"27477"
"Jacob Webb","BAL",3,3,,4.31959,58,0,0,10,58,250,53,30,28,8,24,,3,60,9.27851,3.68176,2.52013,1.22358,0.239503,0.0950361,0.144466832280159,0.23857,1.32685,0.291716,0.715352,,,4.33326,0.0935826,0.0217713,999,,,,"19274"
"Nick Nelson","PHI",1,2,,4.94862,25,2,0,1,31,139,33,18,17,4,13,,2,24,6.96777,3.88992,1.79124,1.1964,0.173815,0.0970361,0.0767785981297493,0.264146,1.47893,0.29906,0.685645,,,4.90925,0.093391,-0.0151327,999,,,,"20153"
"Cade Povich","BAL",1,1,,4.19388,14,2,0,1,20,88,19,10,9,3,8,,1,20,9.00549,3.70938,2.42776,1.18925,0.232045,0.09558,0.1364654302597046,0.239124,1.33442,0.29005,0.721101,,,4.33744,0.0933608,0.105047,999,,,,"sa3017787"
"Génesis Cabrera","TOR",3,3,,4.12939,63,0,1,12,63,272,57,31,29,8,28,,4,63,9.04138,3.95361,2.28687,1.18308,0.232593,0.101708,0.1308850795030594,0.23706,1.34511,0.288403,0.73416,,,4.44886,0.0929073,0.182356,750.9099731445312,,,,"17490"
"Tommy Kahnle","NYY",2,2,,3.98795,50,0,0,4,50,211,42,24,22,7,21,,2,57,10.2996,3.72426,2.76555,1.28348,0.271524,0.0981806,0.17334307730197906,0.225517,1.26066,0.285333,0.731727,,,4.19894,0.0914304,0.0948678,731.9400024414062,,,,"11384"
"Cade Smith","CLE",3,4,,4.10815,61,0,0,11,61,265,53,30,28,8,29,,4,70,10.2673,4.28544,2.39585,1.12813,0.262162,0.109424,0.15273882448673248,0.227806,1.34282,0.292059,0.729057,,,4.24436,0.0913492,0.134014,999,,,,"27867"
"Luke Weaver","NYY",3,3,,4.66344,54,2,0,7,60,261,61,34,31,10,19,,2,56,8.43614,2.8572,2.95259,1.50181,0.215502,0.0729875,0.1425149291753769,0.254358,1.3344,0.293752,0.704722,,,4.60434,0.0904328,0.0222428,728.4500122070312,,,,"16918"
"Lyon Richardson","CIN",1,1,,4.96981,12,2,0,1,18,79,17,11,10,3,9,,1,18,9.08289,4.51557,2.01146,1.41316,0.227154,0.11293,0.11422399431467056,0.248446,1.46758,0.297219,0.699562,,,4.94373,0.0898909,0.0425461,999,,,,"24581"
"Jorge Alcala","MIN",4,4,,4.24187,63,0,1,12,63,269,57,32,30,9,25,,3,66,9.4173,3.51261,2.68099,1.23975,0.245204,0.09146,0.15374374389648438,0.238012,1.30244,0.29242,0.711951,,,4.25796,0.0889775,0.151886,748.5,,,,"19459"
"Roansy Contreras","PIT",2,3,,4.21571,54,0,0,7,54,230,51,27,25,7,19,,2,53,8.77078,3.13161,2.80072,1.14262,0.229085,0.0817949,0.14729012548923492,0.241659,1.28383,0.2919,0.704015,,,4.10042,0.0877304,0.0675151,685,,,,"22810"
"Michael Kopech","CHW",3,4,,4.58245,70,0,16,8,70,303,61,38,36,11,35,,3,75,9.65978,4.53385,2.13059,1.39121,0.247716,0.116267,0.13144970685243607,0.231833,1.38084,0.282741,0.716046,,,4.76674,0.0870442,0.090865,402.5199890136719,,,,"17282"
"Garrett Cleavinger","TBR",3,3,,3.53422,55,0,0,7,55,233,42,23,22,7,27,,3,74,12.0379,4.36571,2.75736,1.067,0.315253,0.114331,0.20092178136110306,0.206306,1.24771,0.28747,0.764034,,,3.75967,0.0855844,0.140368,744.1699829101562,,,,"17897"
"Anthony Veneziano","KCR",1,2,,4.76862,21,2,0,1,28,122,29,16,15,4,11,,2,22,7.21163,3.69833,1.94997,1.19236,0.180826,0.0927326,0.08809326589107513,0.261638,1.44659,0.298611,0.694478,,,4.7935,0.0847287,0.0858052,999,,,,"27453"
"Kenny Rosenberg","LAA",1,1,,4.54672,10,2,0,1,17,75,17,9,9,3,7,,1,16,8.25221,3.70701,2.22611,1.31572,0.209944,0.0943096,0.11563412100076675,0.254299,1.40655,0.297888,0.716124,,,4.68981,0.0844244,0.100957,999,,,,"20009"
"Janson Junk","MIL",2,2,,4.6949,30,2,0,1,37,159,40,21,19,6,10,,1,26,6.28946,2.52969,2.48625,1.44465,0.161473,0.0649462,0.096526600420475,0.269312,1.36263,0.291778,0.70451,,,4.87968,0.0843949,0.0550084,999,,,,"23301"
"Bryan Hoeing","MIA",2,2,,4.56771,34,2,0,1,41,179,45,23,21,5,12,,2,30,6.58501,2.60401,2.5288,1.16548,0.1681,0.0664742,0.10162555426359177,0.272222,1.38247,0.305487,0.694197,,,4.48609,0.0840955,0.0651409,999,,,,"26304"
"Yunior Marte","PHI",2,2,,4.44977,48,0,0,1,48,210,46,25,24,6,20,,2,47,8.88473,3.79398,2.34179,1.18842,0.226094,0.0965475,0.12954683601856232,0.246192,1.38048,0.297889,0.710311,,,4.41101,0.0828771,0.0317752,999,,,,"14416"
"Ben Joyce","LAA",2,3,,4.31598,51,0,0,4,51,222,44,26,24,7,26,,5,58,10.2822,4.50625,2.28177,1.15935,0.262742,0.115148,0.14759349077939987,0.227894,1.35546,0.292787,0.711919,,,4.43727,0.0825399,0.10683,691.780029296875,,,,"31461"
"Matt Bush",,1,1,,4.19373,26,0,0,0,26,110,24,13,12,4,10,,1,27,9.4964,3.5356,2.68594,1.29226,0.249201,0.0927797,0.15642117708921432,0.238941,1.29847,0.294063,0.729936,,,4.34334,0.0824352,0.135269,999,,,,"1246"
"Keynan Middleton","STL",2,2,,3.83715,52,0,0,7,52,220,46,24,22,7,21,,2,56,9.68777,3.56152,2.72012,1.13165,0.254961,0.0937315,0.16122936457395554,0.232181,1.27694,0.291326,0.73718,,,4.01635,0.0813456,0.104258,750.5599975585938,,,,"15264"
"Blake Treinen","LAD",4,3,,4.08688,55,0,0,7,55,232,51,27,25,7,20,,3,54,8.91131,3.26077,2.73289,1.19635,0.234247,0.085714,0.14853286743164062,0.243686,1.29273,0.295911,0.720813,,,4.22919,0.0810546,0.0521498,727.7100219726562,,,,"12572"
"Ty Madden","DET",1,1,,4.42676,14,2,0,1,20,88,20,11,10,3,8,,1,18,8.04622,3.43748,2.34073,1.20737,0.206791,0.0883444,0.11844639480113983,0.248952,1.35216,0.291411,0.708269,,,4.48935,0.0807586,0.12235,999,,,,"sa3018141"
"Mike Vasil","NYM",0,0,,4.49003,2,2,0,0,8,36,8,4,4,1,3,,0,8,8.1674,3.2304,2.52829,1.32336,0.210147,0.0831181,0.1270289421081543,0.250095,1.34045,0.290753,0.710193,,,4.53291,0.0802538,0.0966718,999,,,,"sa3017915"
"Osvaldo Bido","OAK",1,1,,4.46622,16,2,0,1,22,98,21,12,11,3,10,,2,20,8.10446,3.89738,2.07946,1.13496,0.204688,0.098433,0.10625491291284561,0.24525,1.385,0.289267,0.704061,,,4.64682,0.0797142,0.0997022,999,,,,"23150"
"Drew Smith","NYM",4,4,,4.36466,62,0,0,13,62,266,56,32,30,10,26,,3,65,9.37126,3.83103,2.44615,1.38339,0.242536,0.0991499,0.1433856263756752,0.237695,1.3327,0.287419,0.727786,,,4.60252,0.0776829,0.0127144,999,,,,"17755"
"Cristian Mena","ARI",1,1,,4.38527,12,2,0,1,18,81,18,10,9,2,8,,1,16,7.97432,3.77867,2.11035,1.1599,0.202633,0.0960189,0.10661433637142181,0.253185,1.41135,0.297334,0.719382,,,4.52788,0.0766019,0.135051,749.9099731445312,,,,"sa3015302"
"Nick Robertson","STL",2,2,,3.80916,38,0,0,1,38,161,34,17,16,4,14,,2,38,9.04127,3.26655,2.76784,1.04775,0.236623,0.0854902,0.15113256126642227,0.235261,1.267,0.289385,0.730795,,,3.96757,0.0758625,0.0925531,999,,,,"26226"
"Michael Tonkin","NYM",3,3,,4.21638,55,0,0,5,55,233,50,28,26,8,19,,3,56,9.21896,3.14665,2.92977,1.2769,0.241997,0.0825991,0.15939761698246002,0.239438,1.26598,0.291058,0.716433,,,4.26792,0.074429,0.00988913,999,,,,"10315"
"Seth Martinez","HOU",3,2,,4.22633,58,0,0,10,58,251,54,29,27,8,23,,4,57,8.87908,3.55985,2.49423,1.18263,0.228011,0.0914157,0.13659562170505524,0.239206,1.32129,0.28863,0.71751,,,4.36033,0.0740602,0.141784,999,,,,"21045"
"Luis F. Ortiz","PHI",3,2,,4.53445,55,0,0,4,55,238,56,30,28,7,17,,3,46,7.46628,2.79765,2.66877,1.21708,0.19205,0.0719622,0.12008808553218842,0.258702,1.33295,0.297004,0.687054,,,4.46012,0.0722589,0.0182374,750.739990234375,,,,"16942"
"Tyson Miller","SEA",3,3,,4.17387,58,0,0,5,58,250,55,29,27,8,21,,3,54,8.33314,3.32358,2.50728,1.17217,0.21487,0.0856984,0.1291714534163475,0.244453,1.31993,0.289617,0.718644,,,4.35722,0.070627,0.0213888,999,,,,"19976"
"Jorge López","NYM",3,4,,4.29126,59,0,0,10,59,257,57,31,28,7,22,,5,57,8.74064,3.35685,2.60382,1.12296,0.222584,0.0854837,0.1371004283428192,0.247032,1.3384,0.298937,0.705515,,,4.30018,0.0696716,-0.0401727,746.0599975585938,,,,"14527"
"Yency Almonte","CHC",2,2,,4.2062,52,0,0,7,52,224,46,26,24,7,23,,4,56,9.61115,3.9356,2.4421,1.13631,0.248266,0.101661,0.1466054990887642,0.234296,1.32582,0.293388,0.712329,,,4.28787,0.0690374,0.0507437,999,,,,"15068"
"Tanner Banks","CHW",2,3,,4.17541,55,0,0,6,55,235,55,28,26,8,16,,2,51,8.27918,2.65753,3.11537,1.32631,0.215641,0.0692185,0.14642243087291718,0.252454,1.28735,0.2951,0.726765,,,4.3397,0.0680881,0.040213,750.7999877929688,,,,"16990"
"Thyago Vieira","MIL",3,3,,4.07864,55,0,0,1,55,233,49,27,25,8,20,,3,61,9.9968,3.30415,3.02552,1.2715,0.262296,0.0866943,0.17560142278671265,0.232739,1.25327,0.291485,0.719127,,,4.15205,0.0674621,0.0698212,999,,,,"14510"
"Austin Voth","SEA",2,3,,4.2852,46,2,0,1,52,225,51,26,25,8,18,,2,49,8.54209,3.15076,2.71112,1.37636,0.21963,0.0810107,0.13861915469169617,0.250253,1.33451,0.293643,0.736926,,,4.50815,0.0670996,0.0887072,999,,,,"15047"
"Carson Spiers","CIN",1,2,,5.25585,24,2,0,1,31,139,33,20,18,5,13,,2,26,7.63596,3.70755,2.05957,1.53378,0.190654,0.0925698,0.09808435291051865,0.263517,1.45764,0.296768,0.680175,,,5.2195,0.0668865,-0.0171288,748.3099975585938,,,,"27685"
"Joe Mantiply","ARI",3,3,,3.9188,54,0,0,7,54,231,55,26,24,6,16,,2,46,7.73075,2.58795,2.98721,1.04501,0.200927,0.0672623,0.1336645558476448,0.260128,1.3143,0.306405,0.72807,,,4.03037,0.0650685,0.0925576,999,,,,"14857"
"Chayce McDermott","BAL",1,1,,4.52103,15,2,0,1,22,96,20,12,11,3,11,,1,23,9.43153,4.61015,2.04582,1.24005,0.238697,0.116676,0.12202142924070358,0.234248,1.41072,0.287071,0.714896,,,4.61438,0.0649253,0.0523145,999,,,,"sa3017420"
"DJ Herz","WSN",1,1,,4.70295,19,2,0,1,25,112,22,14,13,3,15,,2,26,9.44969,5.50126,1.71773,1.15124,0.234066,0.136264,0.09780147671699524,0.23257,1.49446,0.288311,0.709757,,,4.88256,0.0644838,0.105963,750.52001953125,,,,"sa3011680"
"Gordon Graceffo","STL",0,1,,4.67934,2,2,0,0,9,37,9,5,4,1,3,,0,6,6.42683,3.18965,2.0149,1.2884,0.165128,0.0819533,0.08317460864782333,0.260695,1.37903,0.286833,0.695744,,,4.87022,0.0643853,0.0778355,999,,,,"sa3016849"
"Aaron Loup",,2,2,,4.1706,34,0,0,0,34,146,34,17,16,5,11,,2,31,8.13179,3.00359,2.70735,1.23406,0.21042,0.0777217,0.13269821554422379,0.256817,1.33484,0.302361,0.726018,,,4.41801,0.0637522,0.177002,999,,,,"10343"
"Beau Brieske","DET",3,3,,4.31449,56,0,0,5,56,239,55,29,27,7,18,,2,48,7.70131,2.82772,2.7235,1.18517,0.200695,0.0736901,0.1270049512386322,0.250939,1.29535,0.29066,0.700982,,,4.31679,0.0624889,0.0463274,748.530029296875,,,,"26079"
"José Buttó","NYM",2,2,,4.64436,23,2,0,1,30,130,29,16,15,4,12,,2,26,7.89829,3.56746,2.21398,1.28992,0.200135,0.090396,0.10973922908306122,0.253595,1.393,0.293324,0.702639,,,4.72816,0.0624132,0.0148111,691.3200073242188,,,,"23313"
"Brennan Bernardino","BOS",2,2,,4.25736,51,0,0,4,51,222,50,26,24,6,20,,4,51,9.01068,3.59453,2.50678,1.08653,0.229635,0.0916059,0.1380295231938362,0.25228,1.37747,0.311194,0.71445,,,4.27088,0.0623676,0.142871,750.97998046875,,,,"16835"
"Landen Roupp","SFG",3,3,,3.99782,54,0,0,7,54,229,50,26,24,6,19,,2,52,8.6572,3.24435,2.66839,1.04521,0.226492,0.0848797,0.14161276072263718,0.241766,1.2918,0.293854,0.717557,,,4.02549,0.0612561,0.0468856,999,,,,"30076"
"Jose Hernandez","PIT",2,2,,4.14682,38,0,0,1,38,165,34,19,18,5,18,,2,41,9.73513,4.1519,2.34474,1.17004,0.248362,0.105923,0.1424390748143196,0.234688,1.36563,0.293126,0.732972,,,4.28789,0.060897,0.0473153,999,,,,"22318"
"Robby Snelling","SDP",1,1,,4.58213,2,2,0,0,8,36,8,5,4,1,3,,0,7,7.21166,3.63495,1.98398,1.28764,0.184552,0.0930214,0.09153076261281967,0.25309,1.39379,0.285426,0.708274,,,4.80406,0.0607159,-0.00272928,999,,,,"sa3020707"
"Sam Moll","CIN",3,3,,4.46433,60,0,0,7,60,260,54,32,30,8,28,,5,63,9.37804,4.22548,2.2194,1.26032,0.240272,0.10826,0.13201193511486053,0.239369,1.37687,0.294152,0.71406,,,4.62983,0.06023,0.0627252,999,,,,"14874"
"Elvis Peguero","MIL",3,4,,4.18496,60,0,0,7,60,259,57,30,28,7,23,,3,57,8.53627,3.41287,2.5012,1.10228,0.219759,0.0878614,0.13189756125211716,0.244473,1.32773,0.29408,0.714753,,,4.2586,0.0591799,0.060397,999,,,,"21652"
"Justin Wilson","CIN",3,3,,4.73179,52,0,0,1,52,226,53,30,27,8,20,,1,50,8.65564,3.43082,2.52291,1.4275,0.221714,0.0878803,0.13383348286151886,0.256816,1.39191,0.302678,0.701517,,,4.60007,0.0590281,-0.00888902,999,,,,"4301"
"Anthony Maldonado","MIA",3,2,,3.97813,35,0,3,1,35,149,32,17,15,5,13,,2,38,9.75967,3.2885,2.96782,1.17254,0.254137,0.0856311,0.1685062125325203,0.236797,1.27631,0.296579,0.72861,,,4.04043,0.0589021,0.0540226,999,,,,"sa1169893"
"Codi Heuer",,2,2,,4.41507,30,0,0,0,30,132,30,16,15,4,12,,1,26,7.91433,3.63723,2.17592,1.13392,0.200391,0.0920946,0.10829595476388931,0.251034,1.39576,0.293953,0.715778,,,4.44851,0.0574862,0.0463799,999,,,,"23293"
"Scott Alexander","OAK",3,3,,3.8723,45,0,0,1,45,191,46,21,19,4,13,,1,33,6.64215,2.63939,2.51655,0.85476,0.173921,0.069111,0.10481002926826477,0.25995,1.31179,0.299352,0.719322,,,3.98941,0.0561153,0.0556274,999,,,,"10591"
"Jacob Waguespack","TBR",3,3,,4.31772,50,2,0,4,57,247,56,29,27,7,21,,3,49,7.81927,3.28308,2.38169,1.15408,0.200519,0.084192,0.11632705479860306,0.252646,1.35521,0.294952,0.713278,,,4.42223,0.0551701,0.0188608,725.77001953125,,,,"18318"
"Jarlín García",,1,2,,4.17634,30,0,0,0,30,126,29,15,14,4,10,,1,26,7.90203,2.91568,2.71018,1.29405,0.209703,0.0773758,0.1323268637061119,0.249048,1.27641,0.288545,0.722937,,,4.45589,0.0548617,0.156194,999,,,,"18282"
"Eli Morgan","CLE",3,3,,4.05654,58,0,0,8,58,244,54,28,26,9,17,,2,60,9.24913,2.65315,3.48609,1.33137,0.244517,0.0701407,0.1743762046098709,0.240146,1.22399,0.290036,0.725889,,,4.12358,0.0533471,0.0497046,999,,,,"20203"
"Sem Robberse","STL",0,1,,4.76047,2,2,0,0,9,38,9,5,5,1,3,,0,6,6.48738,3.58722,1.80847,1.2788,0.163712,0.0905248,0.0731867328286171,0.263622,1.44267,0.291189,0.700974,,,4.98777,0.0530953,0.0778482,999,,,,"sa3011735"
"David Buchanan","PHI",0,1,,5.36222,2,2,0,0,10,42,11,6,6,2,3,,0,7,6.15437,2.37644,2.58974,1.70616,0.155624,0.0600925,0.09553157910704613,0.287603,1.44211,0.306723,0.678941,,,5.24556,0.0526314,0.0575048,999,,,,"11176"
"Woo-Suk Go","SDP",4,4,,3.94215,44,0,0,1,44,189,37,21,19,6,21,,3,53,10.8763,4.2096,2.58368,1.21502,0.281295,0.108874,0.17242144793272018,0.22084,1.29872,0.287673,0.741089,,,4.19295,0.0521959,0.0397983,638.8599853515625,,,,"sa3012630"
"Kody Funderburk","MIN",3,2,,3.88756,43,0,0,1,43,185,39,20,19,5,18,,3,46,9.55847,3.76226,2.54062,0.987524,0.246311,0.0969493,0.1493620052933693,0.235753,1.32224,0.298271,0.727872,,,3.9866,0.0516431,0.0678463,747.9199829101562,,,,"24993"
"Wandy Peralta","SDP",3,3,,3.87603,62,0,2,12,62,265,55,29,27,7,28,,3,60,8.75547,4.1049,2.13293,1.08504,0.227671,0.106741,0.12093010544776917,0.23589,1.344,0.287323,0.743556,,,4.40342,0.0510828,0.346099,723.2899780273438,,,,"14295"
"Josh Taylor","KCR",1,2,,4.38472,36,0,0,1,36,157,35,19,18,5,14,,1,37,9.14564,3.54436,2.58034,1.21878,0.233334,0.0904278,0.1429065316915512,0.247841,1.36642,0.301939,0.71848,,,4.2754,0.0508733,0.0258118,999,,,,"17359"
"Kevin Kelly","TBR",2,2,,3.8649,35,0,0,1,35,149,33,16,15,3,10,,3,31,7.9863,2.61684,3.05189,0.889156,0.209102,0.0685155,0.14058637619018555,0.242929,1.229,0.291876,0.700353,,,3.9092,0.0501417,0.0465624,749.6799926757812,,,,"25679"
"J.B. Bukauskas","MIL",3,3,,4.08965,46,0,0,1,46,197,44,23,21,6,16,,2,43,8.45419,3.07703,2.74752,1.15482,0.219392,0.0798509,0.1395411565899849,0.248083,1.3087,0.296347,0.720959,,,4.19796,0.0499422,0.0463892,999,,,,"20491"
"Jose Cuas","CHC",3,3,,4.25376,56,0,0,10,56,246,52,29,26,7,25,,5,57,9.21166,4.01172,2.29619,1.13317,0.233318,0.101611,0.13170694559812546,0.242436,1.38125,0.298817,0.723807,,,4.42893,0.0489062,0.107193,999,,,,"17701"
"Yerry Rodríguez","TEX",2,2,,4.38794,52,0,0,4,52,228,49,28,25,7,23,,3,54,9.35032,3.99053,2.34313,1.22093,0.237064,0.101174,0.13588955253362656,0.241754,1.38256,0.296472,0.715684,,,4.43371,0.0487883,0.0150993,999,,,,"21955"
"Matt Barnes","WSN",2,3,,4.94275,46,0,0,4,46,204,44,27,25,6,22,,2,46,8.91953,4.33952,2.05542,1.23875,0.223228,0.108605,0.11462346464395523,0.246267,1.44373,0.296819,0.677939,,,4.66761,0.0485586,-0.0722368,747.3200073242188,,,,"12863"
"Jonathan Hernández","TEX",3,2,,4.36013,57,0,0,7,57,251,53,30,28,7,28,,3,59,9.23925,4.49884,2.05369,1.13927,0.233178,0.113541,0.11963704973459244,0.242208,1.43287,0.298794,0.725585,,,4.49904,0.0479205,0.0148029,999,,,,"17464"
"Connor Brogdon","PHI",3,3,,4.4188,60,0,0,7,60,258,56,32,29,9,24,,2,61,9.19489,3.63968,2.52629,1.34505,0.237713,0.0940958,0.14361736178398132,0.242288,1.33841,0.292327,0.719817,,,4.48337,0.0468355,0.0174046,999,,,,"21205"
"Jeff Criswell","COL",0,1,,5.5973,2,2,0,0,8,38,9,6,5,2,4,,0,7,7.07148,3.91366,1.80687,1.59278,0.174868,0.0967797,0.07808859646320343,0.273534,1.5342,0.301788,0.677366,,,5.40672,0.0461658,0.00892217,999,,,,"sa3014435"
"Carlos Hernández","KCR",3,3,,4.43795,50,0,0,4,50,216,47,26,25,6,21,,2,49,8.81367,3.79242,2.32402,1.15115,0.226677,0.0975366,0.12914051860570908,0.24306,1.35975,0.294346,0.703839,,,4.33802,0.0457222,0.0996133,750.8099975585938,,,,"22713"
"Dustin May","LAD",1,1,,3.61806,17,0,0,1,17,70,14,7,7,2,6,,1,18,9.70662,2.9186,3.32578,1.07253,0.261874,0.0787407,0.1831337735056877,0.22745,1.17384,0.287843,0.731882,,,3.79714,0.0450713,0.0576369,691.47998046875,,,,"19716"
"Jake Woodford","CHW",1,1,,4.85179,12,2,0,1,18,80,19,11,10,3,7,,1,13,6.60285,3.51576,1.87807,1.31365,0.165814,0.0882895,0.07752460241317749,0.265987,1.44849,0.294399,0.694775,,,5.02767,0.0434973,0.00222636,999,,,,"18674"
"José Cisnero","LAA",3,4,,4.59354,60,0,0,11,60,264,57,33,31,9,29,,4,63,9.42271,4.29342,2.19469,1.3521,0.237916,0.108405,0.12951035797595978,0.244816,1.42078,0.298569,0.720002,,,4.75124,0.0432439,0.0250386,999,,,,"6399"
"Nick Mears","COL",3,4,,5.1149,62,0,0,11,62,280,60,38,35,9,36,,3,66,9.51465,5.2675,1.80629,1.37902,0.234052,0.129576,0.10447593033313751,0.250282,1.55733,0.306284,0.703894,,,5.03171,0.0421936,0.12459,999,,,,"25376"
"Alex Young","CIN",2,2,,4.70683,38,0,0,1,38,165,38,22,20,6,14,,1,37,8.672,3.41659,2.53821,1.49015,0.221499,0.087266,0.13423313200473785,0.257049,1.39051,0.301517,0.709776,,,4.73278,0.0418317,-0.0106317,999,,,,"18333"
"Nick Sandlin","CLE",4,4,,4.13466,63,0,0,14,63,267,54,31,29,9,29,,4,67,9.5151,4.10928,2.31552,1.23555,0.249305,0.107667,0.1416381374001503,0.231217,1.31758,0.286138,0.730511,,,4.47608,0.0417709,0.211163,750.3599853515625,,,,"20517"
"Josh Staumont","MIN",2,3,,4.38436,50,0,0,1,50,217,42,26,24,6,27,,2,59,10.5668,4.82505,2.18998,1.13532,0.270845,0.123675,0.14717048406600952,0.223066,1.37251,0.289979,0.704689,,,4.30284,0.0396318,-0.0057739,750.5800170898438,,,,"18335"
