,Name_zipsdc,Team_zipsdc,W_zipsdc,L_zipsdc,QS_zipsdc,ERA_zipsdc,G_zipsdc,GS_zipsdc,SV_zipsdc,HLD_zipsdc,IP_zipsdc,TBF_zipsdc,H_zipsdc,R_zipsdc,ER_zipsdc,HR_zipsdc,BB_zipsdc,IBB_zipsdc,HBP_zipsdc,SO_zipsdc,K/9_zipsdc,BB/9_zipsdc,K/BB_zipsdc,HR/9_zipsdc,K%_zipsdc,BB%_zipsdc,K-BB%_zipsdc,AVG_zipsdc,WHIP_zipsdc,BABIP_zipsdc,LOB%_zipsdc,GB%_zipsdc,HR/FB_zipsdc,FIP_zipsdc,WAR_zipsdc,RA9-WAR_zipsdc,ADP_zipsdc,InterSD_zipsdc,InterSK_zipsdc,IntraSD_zipsdc,PlayerId_zipsdc,Name_depthcharts,Team_depthcharts,W_depthcharts,L_depthcharts,QS_depthcharts,ERA_depthcharts,G_depthcharts,GS_depthcharts,SV_depthcharts,HLD_depthcharts,IP_depthcharts,TBF_depthcharts,H_depthcharts,R_depthcharts,ER_depthcharts,HR_depthcharts,BB_depthcharts,IBB_depthcharts,HBP_depthcharts,SO_depthcharts,K/9_depthcharts,BB/9_depthcharts,K/BB_depthcharts,HR/9_depthcharts,K%_depthcharts,BB%_depthcharts,K-BB%_depthcharts,AVG_depthcharts,WHIP_depthcharts,BABIP_depthcharts,LOB%_depthcharts,GB%_depthcharts,HR/FB_depthcharts,FIP_depthcharts,WAR_depthcharts,RA9-WAR_depthcharts,ADP_depthcharts,InterSD_depthcharts,InterSK_depthcharts,IntraSD_depthcharts,PlayerId_depthcharts,Name_zips,Team_zips,W_zips,L_zips,QS_zips,ERA_zips,G_zips,GS_zips,SV_zips,HLD_zips,IP_zips,TBF_zips,H_zips,R_zips,ER_zips,HR_zips,BB_zips,IBB_zips,HBP_zips,SO_zips,K/9_zips,BB/9_zips,K/BB_zips,HR/9_zips,K%_zips,BB%_zips,K-BB%_zips,AVG_zips,WHIP_zips,BABIP_zips,LOB%_zips,GB%_zips,HR/FB_zips,FIP_zips,WAR_zips,RA9-WAR_zips,ADP_zips,InterSD_zips,InterSK_zips,IntraSD_zips,PlayerId_zips,zips_index,Name_steamer,Team_steamer,W_steamer,L_steamer,QS_steamer,ERA_steamer,G_steamer,GS_steamer,SV_steamer,HLD_steamer,IP_steamer,TBF_steamer,H_steamer,R_steamer,ER_steamer,HR_steamer,BB_steamer,IBB_steamer,HBP_steamer,SO_steamer,K/9_steamer,BB/9_steamer,K/BB_steamer,HR/9_steamer,K%_steamer,BB%_steamer,K-BB%_steamer,AVG_steamer,WHIP_steamer,BABIP_steamer,LOB%_steamer,GB%_steamer,HR/FB_steamer,FIP_steamer,WAR_steamer,RA9-WAR_steamer,ADP_steamer,InterSD_steamer,InterSK_steamer,IntraSD_steamer,PlayerId_steamer,steamer_index,Name_atc,Team_atc,W_atc,L_atc,QS_atc,ERA_atc,G_atc,GS_atc,SV_atc,HLD_atc,IP_atc,TBF_atc,H_atc,R_atc,ER_atc,HR_atc,BB_atc,IBB_atc,HBP_atc,SO_atc,K/9_atc,BB/9_atc,K/BB_atc,HR/9_atc,K%_atc,BB%_atc,K-BB%_atc,AVG_atc,WHIP_atc,BABIP_atc,LOB%_atc,GB%_atc,HR/FB_atc,FIP_atc,WAR_atc,RA9-WAR_atc,ADP_atc,InterSD_atc,InterSK_atc,IntraSD_atc,PlayerId_atc,Name_thebat,Team_thebat,W_thebat,L_thebat,QS_thebat,ERA_thebat,G_thebat,GS_thebat,SV_thebat,HLD_thebat,IP_thebat,TBF_thebat,H_thebat,R_thebat,ER_thebat,HR_thebat,BB_thebat,IBB_thebat,HBP_thebat,SO_thebat,K/9_thebat,BB/9_thebat,K/BB_thebat,HR/9_thebat,K%_thebat,BB%_thebat,K-BB%_thebat,AVG_thebat,WHIP_thebat,BABIP_thebat,LOB%_thebat,GB%_thebat,HR/FB_thebat,FIP_thebat,WAR_thebat,RA9-WAR_thebat,ADP_thebat,InterSD_thebat,InterSK_thebat,IntraSD_thebat,PlayerId_thebat
415,Luis F. Ortiz,PHI,3,2,,4.74465,55,0,0,4,55,239,57,32,29,7,16,,4,45,7.41351,2.66886,2.77778,1.18616,0.189394,0.0681818,0.1212121099233627,0.260331,1.33443,0.298913,0.659026,,,4.40825,0.0769943,-0.0904388,750.739990234375,,,,16942,Luis F. Ortiz,PHI,3,2,,4.53445,55,0,0,4,55,238,56,30,28,7,17,,3,46,7.46628,2.79765,2.66877,1.21708,0.19205,0.0719622,0.1200880855321884,0.258702,1.33295,0.297004,0.687054,,,4.46012,0.0722589,0.0182374,750.739990234375,,,,16942,Luis F. Ortiz,PHI,3,2,,4.74465,40,3,0,4,60.7,264,63,35,32,8,18,0,4,50,7.41351,2.66886,2.77778,1.18616,0.189394,0.0681818,0.1212121173739433,0.260331,1.33443,0.298913,0.659026,,,4.40825,0.353491,0.0476224,750.739990234375,,,,16942,730,Luis F. Ortiz,PHI,2.69,2.7011,0.0,4.32425,55.0,0.0,0.0,4.1955,55.0,235.95,55.3472,28.4806,26.426,7.62667,17.8838,,2.7446,45.9497,7.51904,2.92644,2.56935,1.248,0.194743,0.0757949,0.1189485043287277,0.257044,1.33147,0.295035,0.715392,0.444089,,4.51199,0.129078,0.278263,750.739990234375,,,,16942,478,Luis F. Ortiz,PHI,1.97444,1.34842,0.0,4.46182,33.6831,0.0,0.0133698,2.13821,38.4199,164.049,38.4553,20.7032,19.047,4.57047,12.5788,0.510487,1.59729,32.3059,7.56777,2.94662,2.56829,1.07065,0.196928,0.0766768,0.1202515959739685,0.256585,1.32832,0.299874,0.679523,,,4.22673,0.185852,0.00925969,750.739990234375,2.00378,-0.0615095,0.682201,16942,Luis F. Ortiz,PHI,1.12942,0.887305,0.0,4.5803,32.125,0.0,0.0,4.1955,36.764,159.35,36.0251,20.11,18.71,5.08903,13.533,0.947398,2.15511,34.0967,8.34703,3.31295,2.51952,1.24582,0.213973,0.0849263,0.1290469169616699,0.250763,1.34801,0.296106,0.693983,,,4.47984,0.130415,0.0252108,750.739990234375,,,,16942
416,Jeff Criswell,COL,0,1,,5.22321,2,2,0,0,8,35,8,5,4,1,3,,0,6,7.47321,3.9375,1.89796,1.36607,0.186,0.098,0.0879999995231628,0.263982,1.49107,0.299703,0.677374,,,4.98718,0.0761666,0.0877693,999.0,,,,sa3014435,Jeff Criswell,COL,0,1,,5.5973,2,2,0,0,8,38,9,6,5,2,4,,0,7,7.07148,3.91366,1.80687,1.59278,0.174868,0.0967797,0.0780885964632034,0.273534,1.5342,0.301788,0.677366,,,5.40672,0.0461658,0.00892217,999.0,,,,sa3014435,Jeff Criswell,COL,5,8,,5.22321,25,23,0,0,112.0,500,118,70,65,17,49,1,4,93,7.47321,3.9375,1.89796,1.36607,0.186,0.098,0.0880000069737434,0.263982,1.49107,0.299703,0.677374,,,4.98718,1.04773,1.20974,999.0,,,,sa3014435,259,Jeff Criswell,COL,0.386,0.7389,0.4481,5.91118,1.62,1.62,0.0,0.0,9.234,41.688,10.5061,6.4134,6.06487,1.82936,3.9949,,0.3906,6.9095,6.73441,3.89366,1.72958,1.783,0.165743,0.0958285,0.0699146091938018,0.281646,1.57039,0.303769,0.677359,0.38835,,5.75874,0.0238772,0.0744371,999.0,,,,sa3014435,625,Jeff Criswell,COL,0.173024,0.742001,0.372593,5.71222,1.5052,1.5052,0.0,0.0,7.45739,33.2893,8.28809,5.14472,4.73314,1.43594,3.10628,0.059258,0.268478,5.76315,6.9553,3.74884,1.85532,1.73297,0.173123,0.0933118,0.0798115655779838,0.277059,1.52793,0.301652,0.665987,,,5.57022,0.0255284,0.0245311,999.0,0.633348,0.535491,1.12576,sa3014435,Jeff Criswell,COL,0.333616,0.646654,0.488625,5.75936,1.503,1.503,0.0,0.0,7.36019,32.7053,8.08299,5.05,4.71,1.47712,2.75376,0.0237391,0.311039,5.86076,7.1665,3.36728,2.12827,1.80621,0.179199,0.0841991,0.0949997007846832,0.2727,1.47235,0.296192,0.659926,,,5.52066,0.0266738,-0.0400091,999.0,,,,sa3014435
417,Jacob Latz,TEX,2,3,,4.65753,58,0,0,10,58,257,56,33,30,9,28,,2,60,9.31507,4.38356,2.125,1.36986,0.233677,0.109966,0.123711347579956,0.245136,1.44597,0.296089,0.716049,,,4.71623,0.0760287,-0.0704156,999.0,,,,21306,Jacob Latz,TEX,2,3,,4.3095,58,0,0,10,58,253,54,30,28,8,26,,2,61,9.52377,4.05947,2.34606,1.30593,0.242727,0.103461,0.1392658427357673,0.238404,1.37436,0.291509,0.730946,,,4.48526,0.165995,0.123422,999.0,,,,21306,Jacob Latz,TEX,2,3,,4.65753,35,9,0,10,65.7,291,63,37,34,10,32,0,2,68,9.31507,4.38356,2.125,1.36986,0.233677,0.109966,0.1237113326787948,0.245136,1.44597,0.296089,0.716049,,,4.71623,0.543427,0.359054,999.0,,,,21306,552,Jacob Latz,TEX,2.9946,2.6903,0.0,3.96146,58.0,0.0,0.0,9.716,58.0,248.82,51.4868,27.455,25.5294,8.004,24.0724,,2.3762,62.7204,9.73248,3.73537,2.60549,1.242,0.252071,0.0967462,0.1553251445293426,0.231535,1.30274,0.286737,0.747498,0.387097,,4.2543,0.38041,0.482771,999.0,,,,21306,295,Jacob Latz,TEX,1.19339,1.16221,0.0,4.16448,32.496,0.0,0.0,3.40651,36.5871,157.206,33.3273,18.4017,16.9296,4.70689,16.538,0.410027,1.23865,39.8639,9.80606,4.06815,2.41045,1.15784,0.253577,0.105199,0.1483778581023216,0.239025,1.36292,0.301715,0.72705,,,4.20596,0.277084,0.24613,999.0,2.65307,0.0178057,0.761757,21306,Jacob Latz,TEX,0.779507,0.515583,0.0,3.80917,22.99,0.0,0.0,9.716,25.8718,110.044,20.6619,11.71,10.95,2.96665,12.1415,0.647358,1.25391,30.3273,10.5499,4.22367,2.49781,1.032,0.275592,0.110333,0.1652583330869674,0.213784,1.26792,0.279304,0.736242,,,3.95458,0.224506,0.223219,999.0,,,,21306
418,Nick Nelson,PHI,1,2,,5.3,25,2,0,1,30,137,32,19,18,4,13,,2,24,7.2,4.0,1.8,1.2,0.176904,0.0982801,0.0786240696907043,0.265928,1.51111,0.303249,0.662752,,,4.92171,0.0757353,-0.110141,999.0,,,,20153,Nick Nelson,PHI,1,2,,4.94862,25,2,0,1,31,139,33,18,17,4,13,,2,24,6.96777,3.88992,1.79124,1.1964,0.173815,0.0970361,0.0767785981297493,0.264146,1.47893,0.29906,0.685645,,,4.90925,0.093391,-0.0151327,999.0,,,,20153,Nick Nelson,PHI,4,5,,5.3,27,18,0,1,90.0,407,96,57,53,12,40,0,6,72,7.2,4.0,1.8,1.2,0.176904,0.0982801,0.0786240771412849,0.265928,1.51111,0.303249,0.662752,,,4.92171,0.87032,0.146907,999.0,,,,20153,347,Nick Nelson,PHI,1.5846,1.7759,0.5626,4.61596,24.62,1.62,0.0,0.5721,31.9946,140.398,32.8852,17.7208,16.4095,4.24106,13.458,,1.6725,23.9885,6.7479,3.7857,1.78247,1.193,0.170861,0.0958561,0.0750046372413635,0.26252,1.44847,0.295185,0.708375,0.470094,,4.89745,0.139946,0.0902604,999.0,,,,20153,462,Nick Nelson,PHI,1.5202,1.23799,0.644672,4.79608,17.7454,2.16022,0.000595859,0.923957,28.5799,126.566,29.1126,16.5545,15.2302,3.34579,13.0199,0.234056,1.55138,22.8486,7.19518,4.10005,1.7549,1.05361,0.180528,0.102871,0.0776570886373519,0.259947,1.4742,0.300313,0.683019,,,4.70753,0.194553,0.0235665,999.0,1.58386,0.232804,0.695118,20153,Nick Nelson,PHI,1.26427,1.3822,0.642494,4.89959,18.899,2.313,0.0,0.5721,30.474,135.436,30.9426,17.77,16.59,3.45047,13.9953,0.378406,2.00753,26.2012,7.7381,4.1333,1.87214,1.01904,0.193458,0.103335,0.0901228189468383,0.259079,1.47463,0.306212,0.677382,,,4.58281,0.194319,-0.0442175,999.0,,,,20153
419,Michael Tonkin,NYM,4,4,,4.37601,55,0,0,5,55,232,50,29,27,8,20,,4,57,9.33549,3.20908,2.90909,1.3128,0.246154,0.0846154,0.1615384668111801,0.239316,1.26418,0.291925,0.703364,,,4.34094,0.0734289,-0.0206258,999.0,,,,10315,Michael Tonkin,NYM,3,3,,4.21638,55,0,0,5,55,233,50,28,26,8,19,,3,56,9.21896,3.14665,2.92977,1.2769,0.241997,0.0825991,0.15939761698246,0.239438,1.26598,0.291058,0.716433,,,4.26792,0.074429,0.00988913,999.0,,,,10315,Michael Tonkin,NYM,4,4,,4.37601,40,0,0,5,61.7,260,56,32,30,9,22,1,4,64,9.33549,3.20908,2.90909,1.3128,0.246154,0.0846154,0.1615384593605995,0.239316,1.26418,0.291925,0.703364,,,4.34094,0.173336,0.0503333,999.0,,,,10315,976,Michael Tonkin,NYM,2.7558,2.6352,0.0,4.05674,55.0,0.0,0.0,4.5887,55.0,233.844,50.8803,26.6174,24.7912,7.58389,18.848,,2.6034,55.626,9.10244,3.08422,2.95129,1.241,0.237877,0.0806007,0.1572757884860038,0.239558,1.26779,0.290224,0.729323,0.397773,,4.19491,0.185912,0.145124,999.0,,,,10315,426,Michael Tonkin,NYM,3.5176,2.89919,0.0,4.27661,48.5993,0.0,0.138023,5.28724,56.4125,236.356,50.3821,29.137,26.806,8.74769,19.5651,1.14089,2.81241,56.3212,8.98543,3.1214,2.87865,1.3956,0.23829,0.0827783,0.1555115059018135,0.235454,1.23992,0.279595,0.707278,,,4.46417,0.0901425,0.164636,999.0,2.13276,-0.594836,0.505145,10315,Michael Tonkin,NYM,1.59603,1.51085,0.0,4.90065,47.504,0.0,0.0,4.5887,55.26,240.586,52.4563,32.22,30.09,9.16642,22.723,0.945767,3.49416,55.3235,9.01035,3.70081,2.4347,1.4929,0.229954,0.0944486,0.1355049833655357,0.244702,1.36046,0.288833,0.689043,,,4.83245,0.0406519,-0.187345,999.0,,,,10315
420,Eli Morgan,CLE,3,3,,3.98957,58,0,0,8,58,242,54,28,26,8,17,,2,59,9.15254,2.58149,3.54545,1.29074,0.24375,0.06875,0.1749999895691871,0.240678,1.21252,0.291262,0.721649,,,4.06338,0.0727821,0.0572681,999.0,,,,20203,Eli Morgan,CLE,3,3,,4.05654,58,0,0,8,58,244,54,28,26,9,17,,2,60,9.24913,2.65315,3.48609,1.33137,0.244517,0.0701407,0.1743762046098709,0.240146,1.22399,0.290036,0.725889,,,4.12358,0.0533471,0.0497046,999.0,,,,20203,Eli Morgan,CLE,4,4,,3.98957,44,6,0,8,76.7,320,71,37,34,11,22,0,3,78,9.15254,2.58149,3.54545,1.29074,0.24375,0.06875,0.1750000044703483,0.240678,1.21252,0.291262,0.721649,,,4.06338,0.684184,0.713709,999.0,,,,20203,447,Eli Morgan,CLE,2.8535,2.8317,0.0,4.1235,58.0,0.0,0.0,7.7225,58.0,245.555,54.0971,28.3786,26.5737,8.84178,17.5599,,2.2333,60.2279,9.34571,2.72481,3.42985,1.372,0.245273,0.0715111,0.1737614944577217,0.23962,1.23547,0.288817,0.730086,0.363381,,4.18378,0.14709,0.246268,999.0,,,,20203,454,Eli Morgan,CLE,3.2396,2.95521,0.66188,4.148,54.1261,0.905135,0.15375,8.10895,59.3633,248.315,55.6601,29.739,27.3599,9.10804,18.3065,0.855941,2.19472,61.7321,9.35913,2.77542,3.37215,1.38086,0.248604,0.0737227,0.1748812347650528,0.244323,1.246,0.29656,0.722492,,,4.20586,0.221447,0.181277,999.0,1.96681,-0.748926,0.501398,20203,Eli Morgan,CLE,2.27498,2.03867,0.24969,4.26747,50.33,0.944,0.0,7.7225,58.6718,246.786,53.0193,29.87,27.82,8.87709,17.9552,1.01818,2.81691,58.9059,9.03591,2.75424,3.28072,1.36171,0.238692,0.0727561,0.1659363582730293,0.234584,1.20969,0.278974,0.702082,,,4.27609,0.482994,0.283358,999.0,,,,20203
421,Nate Pearson,TOR,4,3,,4.42105,54,0,1,4,54,235,47,28,27,8,27,,3,59,9.78947,4.57895,2.13793,1.26316,0.25,0.116935,0.1330645158886909,0.231481,1.38596,0.287671,0.722714,,,4.58837,0.0723363,0.023985,710.0800170898438,,,,20160,Nate Pearson,TOR,3,3,,4.18616,54,0,1,4,54,233,46,27,25,7,26,,3,60,9.99744,4.3279,2.31,1.22458,0.257383,0.111421,0.1459617912769317,0.227267,1.34142,0.285273,0.732255,,,4.39031,0.117607,0.0615165,710.0800170898438,,,,20160,Nate Pearson,TOR,4,3,,4.42105,45,2,1,4,57.0,248,50,30,28,8,29,1,3,62,9.78947,4.57895,2.13793,1.26316,0.25,0.116935,0.1330645158886909,0.231481,1.38596,0.287671,0.722714,,,4.58837,0.26819,0.151192,710.0800170898438,,,,20160,861,Nate Pearson,TOR,2.7396,2.5533,0.0,3.95127,54.0,0.0,1.055,4.4347,54.0,231.164,45.5701,25.4327,23.7076,7.116,24.4611,,2.3942,61.2324,10.2054,4.07685,2.50326,1.186,0.264887,0.105817,0.1590701937675476,0.223045,1.29687,0.282833,0.742457,0.369669,,4.19225,0.351127,0.354384,710.0800170898438,,,,20160,315,Nate Pearson,TOR,3.16684,2.11934,0.0,4.23518,40.9191,0.0,0.574298,3.87279,45.0574,192.565,39.1669,23.0466,21.2029,6.24392,20.3423,1.44046,2.38916,49.2412,9.83571,4.06329,2.42063,1.24719,0.255712,0.105639,0.1500735953450203,0.23062,1.32074,0.287919,0.718224,,,4.38433,0.227634,0.104044,710.0800170898438,2.5938,-0.133389,0.507826,20160,Nate Pearson,TOR,1.57435,1.19442,0.0,3.82013,40.238,0.0,1.055,4.4347,44.0797,184.875,33.7,19.95,18.71,5.7552,19.0276,1.09887,2.53716,48.0437,9.80934,3.88497,2.52495,1.17507,0.259871,0.102921,0.1569495201110839,0.206356,1.19619,0.255177,0.733767,,,4.24018,0.368278,0.40872,710.0800170898438,,,,20160
422,Zach Jackson,OAK,3,5,,4.37838,56,0,0,9,56,248,48,29,27,8,33,,2,70,11.1892,5.35135,2.09091,1.21622,0.280488,0.134146,0.1463414579629898,0.22695,1.45946,0.3,0.744681,,,4.39018,0.0701743,-0.0164998,749.3300170898438,,,,19493,Zach Jackson,OAK,3,4,,4.24755,56,0,0,9,56,246,48,28,26,7,31,,2,66,10.609,5.03204,2.10829,1.17361,0.268333,0.127275,0.1410581320524215,0.225948,1.4176,0.292368,0.74167,,,4.37311,0.0992621,0.0784521,749.3300170898438,,,,19493,Zach Jackson,OAK,2,3,,4.37838,37,0,0,9,37.0,164,32,19,18,5,22,1,1,46,11.1892,5.35135,2.09091,1.21622,0.280488,0.134146,0.1463414579629898,0.22695,1.45946,0.3,0.744681,,,4.39018,0.0684422,0.0119066,749.3300170898438,,,,19493,1144,Zach Jackson,OAK,2.6026,2.8865,0.0,4.11673,56.0,0.0,0.0,8.8627,56.0,243.796,47.7184,27.4236,25.6152,7.03733,29.3236,,2.3343,62.4016,10.0288,4.71272,2.12803,1.131,0.255958,0.120279,0.135679006576538,0.22494,1.37575,0.285083,0.738482,0.348498,,4.35604,0.163718,0.24119,749.3300170898438,,,,19493,446,Zach Jackson,OAK,2.57218,2.90197,0.0,3.95132,45.5005,0.0,1.26869,11.3654,46.1662,201.18,38.7494,22.0311,20.2686,4.96746,26.7013,1.0827,1.8475,55.8727,10.8923,5.20536,2.09251,0.968397,0.277725,0.132723,0.1450016498565673,0.224464,1.41772,0.302188,0.742264,,,4.08851,0.244601,0.185483,749.3300170898438,1.9541,-1.48829,0.614498,19493,Zach Jackson,OAK,1.56802,1.4582,0.0,3.67007,47.043,0.0,0.0,8.8627,47.1326,202.698,33.8798,20.55,19.22,4.19461,29.1412,1.31127,2.7619,56.157,10.7232,5.56452,1.92707,0.800964,0.277048,0.143766,0.1332811713218689,0.198366,1.3371,0.268782,0.743169,,,4.05969,0.456163,0.473075,749.3300170898438,,,,19493
423,Bryan Hoeing,MIA,2,2,,4.69806,34,2,0,1,41,180,45,23,22,6,12,,2,30,6.44831,2.57932,2.5,1.19754,0.164319,0.0657277,0.0985915437340736,0.272265,1.38178,0.303226,0.684932,,,4.56517,0.0698845,0.0670084,999.0,,,,26304,Bryan Hoeing,MIA,2,2,,4.56771,34,2,0,1,41,179,45,23,21,5,12,,2,30,6.58501,2.60401,2.5288,1.16548,0.1681,0.0664742,0.1016255542635917,0.272222,1.38247,0.305487,0.694197,,,4.48609,0.0840955,0.0651409,999.0,,,,26304,Bryan Hoeing,MIA,4,5,,4.69806,31,14,3,1,97.7,426,107,55,51,13,28,1,5,70,6.44831,2.57932,2.5,1.19754,0.164319,0.0657277,0.0985915511846542,0.272265,1.38178,0.303226,0.684932,,,4.56517,0.69738,0.708517,999.0,,,,26304,437,Bryan Hoeing,MIA,1.9685,2.2638,0.5581,4.43566,33.62,1.62,0.0,0.6211,40.8048,177.29,44.5205,21.7941,20.1107,5.13687,11.9196,,1.7974,30.4834,6.72349,2.62901,2.55742,1.133,0.171941,0.0672322,0.1047086715698242,0.272175,1.38317,0.307798,0.703494,0.488786,,4.40597,0.125507,0.164201,999.0,,,,26304,481,Bryan Hoeing,MIA,1.97065,2.40282,0.578429,4.92122,34.3738,2.7962,0.0968619,2.67724,48.4136,208.994,51.6626,28.7746,26.4726,7.03573,14.9202,0.61767,2.01214,35.691,6.63489,2.77364,2.39213,1.30793,0.170775,0.0713904,0.0993844345211982,0.268989,1.37529,0.298837,0.666426,,,4.71908,0.030168,-0.0753878,999.0,3.31818,-0.911448,0.474262,26304,Bryan Hoeing,MIA,1.86993,2.06782,0.733361,4.76526,33.492,2.616,0.0,0.6211,46.5368,202.106,49.7362,26.41,24.64,5.95281,14.3939,0.936867,2.47159,34.9448,6.75816,2.78371,2.42776,1.15124,0.172903,0.0712192,0.1016837880015373,0.268494,1.37805,0.303328,0.676033,,,4.50337,0.241627,0.129768,999.0,,,,26304
424,Tommy Kahnle,NYY,2,2,,4.15704,50,0,0,4,50,207,40,25,23,8,21,,2,60,10.8083,3.74134,2.88889,1.45497,0.290503,0.100559,0.1899441331624984,0.220126,1.22402,0.28,0.717593,,,4.34049,0.0696584,0.0608572,731.9400024414062,,,,11384,Tommy Kahnle,NYY,2,2,,3.98795,50,0,0,4,50,211,42,24,22,7,21,,2,57,10.2996,3.72426,2.76555,1.28348,0.271524,0.0981806,0.173343077301979,0.225517,1.26066,0.285333,0.731727,,,4.19894,0.0914304,0.0948678,731.9400024414062,,,,11384,Tommy Kahnle,NYY,2,2,,4.15704,48,2,0,4,43.3,179,35,22,20,7,18,0,2,52,10.8083,3.74134,2.88889,1.45497,0.290503,0.100559,0.1899441257119178,0.220126,1.22402,0.28,0.717593,,,4.34049,0.203994,0.175805,731.9400024414062,,,,11384,931,Tommy Kahnle,NYY,2.6491,2.2513,0.0,3.81885,50.0,0.0,0.0,4.3345,50.0,214.777,44.2694,23.025,21.2158,6.17778,20.5954,,2.2695,54.3941,9.79094,3.70717,2.64108,1.112,0.253258,0.095892,0.1573664769530296,0.230675,1.2973,0.290023,0.74427,0.440971,,4.05739,0.25769,0.315712,731.9400024414062,,,,11384,370,Tommy Kahnle,NYY,2.19471,2.65495,0.0,3.69429,46.3734,0.0,1.9657,10.4998,46.9277,196.664,38.5624,20.9377,19.2627,5.90976,19.1792,0.355908,2.83215,52.6824,10.1037,3.67827,2.74686,1.1334,0.26788,0.0975225,0.1703578904271125,0.220795,1.23044,0.281341,0.743995,,,4.05406,0.288913,0.473117,731.9400024414062,1.68195,1.05805,0.854361,11384,Tommy Kahnle,NYY,1.57956,1.00035,0.0,4.18073,45.564,0.0,0.0,4.3345,46.0255,198.246,40.5931,22.9,21.38,5.98368,20.254,0.689962,2.69826,49.2917,9.63869,3.96055,2.43368,1.17007,0.248639,0.102166,0.1464730650186538,0.231572,1.32203,0.288367,0.723216,,,4.29927,0.202106,0.21729,731.9400024414062,,,,11384
425,Pedro Avila,SDP,2,3,,4.53305,43,3,0,1,55,243,51,30,28,7,26,,5,50,8.12172,4.24974,1.91111,1.13326,0.204276,0.106888,0.0973871722817421,0.241848,1.40609,0.285185,0.699659,,,4.75557,0.0695824,0.0813825,745.0800170898438,,,,18864,Pedro Avila,SDP,3,3,,4.35087,43,3,0,1,56,247,53,30,27,7,25,,4,51,8.18523,3.9468,2.07389,1.12339,0.208026,0.100307,0.1077190414071083,0.244756,1.38466,0.29008,0.711563,,,4.57764,0.127304,0.0698011,745.0800170898438,,,,18864,Pedro Avila,SDP,4,5,,4.53305,30,18,0,1,95.3,421,89,52,48,12,45,0,8,86,8.12172,4.24974,1.91111,1.13326,0.204276,0.106888,0.0973871722817421,0.241848,1.40609,0.285185,0.699659,,,4.75557,0.570717,0.617908,745.0800170898438,,,,18864,536,Pedro Avila,SDP,2.9935,3.1283,1.247,4.17765,43.24,3.24,0.0,0.6036,57.8406,250.336,55.3979,29.0881,26.8486,7.15938,23.5139,,3.0288,52.9924,8.24562,3.65876,2.25366,1.114,0.211685,0.0939294,0.1177557408809661,0.24754,1.3643,0.294782,0.72325,0.460573,,4.40847,0.198716,0.281532,745.0800170898438,,,,18864,418,Pedro Avila,SDP,2.23109,3.24876,1.33793,4.25691,30.3904,4.35046,0.0,0.605068,52.5985,230.53,50.4636,27.0419,24.8786,6.56242,23.4392,0.596775,4.0917,49.3001,8.43562,4.01063,2.10332,1.12288,0.213855,0.101675,0.1121800541877746,0.24859,1.40504,0.29837,0.724107,,,4.57265,0.194275,0.430851,745.0800170898438,6.81463,-2.03858,0.493536,18864,Pedro Avila,SDP,2.20044,2.38714,1.18867,4.5091,28.502,4.401,0.0,0.6036,50.5378,220.352,47.8109,27.04,25.32,6.18036,21.8569,0.761565,3.14499,47.4141,8.44372,3.89238,2.1693,1.10063,0.215174,0.0991908,0.1159834638237953,0.244744,1.37853,0.293678,0.698641,,,4.4526,0.391017,0.31789,745.0800170898438,,,,18864
