Season,Name,Team,IP,RS,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,RS/9,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Stf+ FA,Stuff+,Location+,Pitching+,K/9,BB/9,HR/9,vFA (sc),K/BB,FIP,xFIP,SIERA,NameASCII,PlayerId,MLBAMID
2017,"Kevin Gausman","BAL",186.2,92,0.33646616541353386,1.214285714,0.220825852,0.427289048,0.351885098,0.096938775,0.147959183,4.435706187866359,0.3333,0.3761,0.2906,0.1818,0.4955,0.3226,,,,,8.63034138726172,3.423208036288168,1.398211733131787,94.94687791239515,2.5211,4.480852041102946,4.328952617373735,4.413476254620507,"Kevin Gausman",14107,592332
2017,"Gio González","WSN",201,120,0.2575187969924812,1.306878306,0.191094619,0.458256029,0.35064935,0.089947089,0.111111111,5.373134328358209,0.4268,0.3291,0.2441,0.217,0.4901,0.2929,,,,,8.417910447761194,3.537313432835821,0.9402985074626866,89.96125309150865,2.3797,3.9287844496579907,4.2431813058716745,4.4056862556391305,"Gio Gonzalez",7448,461829
2023,"Kyle Gibson","BAL",192,134,0.30918727915194344,1.574585635,0.200686106,0.488850771,0.310463121,0.099447513,0.127071823,6.28125,0.4516,0.343,0.2054,0.1358,0.5535,0.3107,77.72579852579854,92.69426772697146,99.61739562624253,96.56676607024521,7.359375,2.578125,1.078125,92.09730113636364,2.8545,4.130039882659913,4.131377788074316,4.3985570938058505,"Kyle Gibson",10123,502043
2021,"Kyle Gibson","- - -",182,90,0.27647058823529413,1.77124183,0.190839694,0.517175572,0.291984732,0.078431372,0.111111111,4.450548657644427,0.4231,0.3947,0.1822,0.1309,0.5465,0.3226,83.96912568306011,97.1003607371343,99.06009459162665,97.21648965927004,7.664833799276513,3.164834600991593,0.8406591908883918,92.81284052947831,2.4219,3.867832381252297,4.1367723297425485,4.395260642378078,"Kyle Gibson",10123,502043
2020,"Adam Wainwright","STL",65.2,31,0.24725274725274726,1.261538461,0.222222222,0.433862433,0.343915343,0.092307692,0.138461538,4.248728660846798,0.4031,0.3874,0.2094,0.1937,0.5079,0.2984,61.333720930232566,105.0663440860215,102.55,104.15268817204303,7.401011215668615,2.0558364487968372,1.2335018692781023,89.15930459665698,3.6,4.105124880529443,4.232099566892877,4.394441900171781,"Adam Wainwright",2233,425794
2016,"Ricky Nolasco","- - -",197.2,99,0.29431438127090304,1.131914893,0.188006482,0.431118314,0.380875202,0.055319148,0.110638297,4.507580935742247,0.4199,0.3782,0.2019,0.1442,0.5144,0.3413,,,,,6.556481361079632,2.003369304774332,1.183809134639378,90.40333333333334,3.2727,4.143195558577453,4.41342663334721,4.393312424994429,"Ricky Nolasco",3830,445060
2018,"Jose Quintana","CHC",174.1,94,0.2824742268041237,1.258823529,0.224242424,0.432323232,0.343434343,0.076470588,0.147058823,4.85278195255756,0.3431,0.3471,0.3098,0.1588,0.5098,0.3314,,,,,8.156803707490367,3.5105231146161073,1.2906334980206278,91.52855153203343,2.3235,4.433855196644024,4.180167559927341,4.393047063250604,"Jose Quintana",11423,500779
2016,"Matt Moore","- - -",198.1,111,0.28545780969479356,0.908713692,0.197207678,0.382198952,0.420593368,0.078838174,0.103734439,5.036975694129492,0.3729,0.378,0.2491,0.1529,0.5395,0.3076,,,,,8.077312374369814,3.2672274772731837,1.1344539851642998,92.7873121215398,2.4722,4.170099515089973,4.555356860691379,4.391634362397764,"Matt Moore",1890,519043
2019,"Miles Mikolas","STL",184,78,0.302367941712204,1.601190476,0.230633802,0.473591549,0.295774647,0.059523809,0.160714285,3.8152173913043477,0.3698,0.3733,0.2569,0.1615,0.4271,0.4115,,,,,7.043478260869565,1.565217391304348,1.3206521739130435,93.70297359496124,4.5,4.2737925612408185,4.182417268597561,4.391164854326781,"Miles Mikolas",9803,571945
2016,"Chad Bettis","COL",186,132,0.30952380952380953,1.911392405,0.220338983,0.511864406,0.26779661,0.050632911,0.139240506,6.387096774193548,0.4098,0.3492,0.241,0.1721,0.523,0.3049,,,,,6.67741935483871,2.8548387096774195,1.064516129032258,91.66575716234652,2.339,4.264849489478655,4.142078750460379,4.389398331686667,"Chad Bettis",10587,518452
2018,"José Ureña","MIA",174,75,0.272,1.539393939,0.181640625,0.49609375,0.322265625,0.096969696,0.115151515,3.8793103448275863,0.4412,0.3468,0.2119,0.1503,0.4682,0.3815,,,,,6.724137931034483,2.6379310344827585,0.9827586206896551,95.64576436705508,2.549,4.171924398137236,4.318567041624552,4.388768027605096,"Jose Urena",11589,570632
2020,"José Berríos","MIN",63,41,0.29518072289156627,1.13114754,0.239766081,0.403508771,0.356725146,0.081967213,0.13114754,5.857142857142857,0.3563,0.3736,0.2701,0.1552,0.5172,0.3276,100.97587412587411,113.4162408759124,103.652098540146,105.82582116788322,9.714285714285714,3.7142857142857144,1.1428571428571428,94.4821691979895,2.6154,4.064435665191166,4.280703930012764,4.386688745715508,"Jose Berrios",14168,621244
2018,"Tanner Roark","WSN",180.1,102,0.2962264150943396,1.082926829,0.216513761,0.407339449,0.376146788,0.107317073,0.11707317,5.09057302275394,0.3827,0.3412,0.2762,0.2004,0.5126,0.287,,,,,7.286506483549757,2.4953789327225193,1.1977818877068094,91.52529974582848,2.92,4.2694874486959025,4.416882612589317,4.384709225630061,"Tanner Roark",8753,543699
2019,"Kyle Hendricks","CHC",177,91,0.2865384615384615,1.186813186,0.239005736,0.413001912,0.347992351,0.098901098,0.104395604,4.627118644067797,0.381,0.368,0.2509,0.197,0.4647,0.3383,,,,,7.627118644067797,1.6271186440677967,0.9661016949152542,87.15905938632247,4.6875,3.6094901785338664,4.259410282110764,4.382316332510717,"Kyle Hendricks",12049,543294
2016,"Francisco Liriano","- - -",163,84,0.29571106094808125,1.717391304,0.177631578,0.519736842,0.302631578,0.04347826,0.188405797,4.6380282348391635,0.4456,0.3454,0.209,0.194,0.4584,0.3475,,,,,9.276056469678327,4.693242856682486,1.4355801679264077,92.48235365923713,1.9765,4.8888979866421645,4.225418614990506,4.375570226322139,"Francisco Liriano",3201,434538
2016,"Bartolo Colon","NYM",191.2,102,0.2913907284768212,1.267942583,0.22675367,0.432300163,0.340946166,0.110047846,0.114832535,4.789573815577895,0.3424,0.3599,0.2978,0.1624,0.4841,0.3535,,,,,6.010445572489907,1.5026113931224767,1.1269585448418575,89.76181851262632,4,3.9865714275470108,4.174972766029368,4.369841913276522,"Bartolo Colon",375,112526
2022,"Cole Irvin","OAK",181,72,0.27339449541284405,0.894514767,0.202486678,0.376554174,0.420959147,0.071729957,0.105485232,3.5801104972375692,0.3754,0.3596,0.2649,0.1316,0.5474,0.3211,69.1385554425229,74.84673178061604,104.61889556724265,95.85289256198342,6.3646408839779,1.7900552486187846,1.2430939226519337,90.65168012461851,3.5556,4.206352461504014,4.349163954001106,4.367872676741717,"Cole Irvin",19244,608344
2018,"Mike Leake","SEA",185.2,100,0.30564784053156147,1.655737704,0.218649517,0.487138263,0.294212218,0.076502732,0.12568306,4.847387871323114,0.4776,0.3269,0.1955,0.1651,0.4776,0.3574,,,,,5.768391566874507,1.648111876249859,1.1148992104043163,89.12,3.5,4.135293706051987,4.152770254811269,4.359973505644538,"Mike Leake",10130,502190
2022,"Jordan Lyles","BAL",179,98,0.3125,1,0.195767195,0.402116402,0.402116402,0.105263157,0.114035087,4.927374301675978,0.4439,0.3386,0.2175,0.1649,0.5316,0.3035,79.8744994731296,87.94340696117807,100.12456492637217,97.41080990629182,7.240223463687151,2.6145251396648046,1.3072625698324023,91.7647029768177,2.7692,4.397346010687631,4.3946952003340485,4.358104286590702,"Jordan Lyles",7593,543475
2018,"Kyle Freeland","COL",202.1,101,0.28546712802768165,1.333333333,0.194158075,0.460481099,0.345360824,0.11442786,0.084577114,4.492594057584052,0.3765,0.3916,0.2319,0.2,0.484,0.316,,,,,7.695235365960802,3.113679049810729,0.756179197811177,91.8338485316847,2.4714,3.669491958169236,4.217963147419294,4.352537839811921,"Kyle Freeland",16256,607536
2016,"CC Sabathia","NYY",179.2,86,0.28846153846153844,1.52,0.169491525,0.500941619,0.329566854,0.137142857,0.125714285,4.3079695654828845,0.441,0.3303,0.2288,0.2399,0.5129,0.2472,,,,,7.614085743644167,3.256023508795203,1.102038726053761,88.44629752165544,2.3385,4.282003758550663,4.312503657663302,4.3514490985826075,"CC Sabathia",404,282332
2015,"Edinson Volquez","KCR",200.1,116,0.2904841402337229,1.395,0.210873146,0.459637561,0.329489291,0.05,0.08,5.211323340662896,0.4049,0.3789,0.2163,0.161,0.535,0.3041,,,,,6.963406187954732,3.2346144873080047,0.7188032194017788,93.74344416792675,2.1528,3.822453034143095,4.257397871206085,4.350772789021889,"Edinson Volquez",3990,450172
2016,"Marco Estrada","TOR",176,71,0.23390557939914164,0.693965517,0.182952182,0.334719334,0.482328482,0.168103448,0.099137931,3.6306818181818183,0.4029,0.3231,0.274,0.2106,0.4765,0.3129,,,,,8.4375,3.3238636363636362,1.1761363636363635,87.93856655290102,2.5385,4.146569919586182,4.6432686059312385,4.3462341343996975,"Marco Estrada",1118,462136
2022,"Adam Wainwright","STL",191.2,120,0.3018867924528302,1.314720812,0.238731218,0.432387312,0.328881469,0.076142131,0.081218274,5.634772590179084,0.4407,0.3239,0.2354,0.1452,0.5442,0.3105,75.34383561643835,106.2158371040724,103.73225597931477,100.82698771816418,6.714770669963408,2.535647665580588,0.7513030120238778,88.01644103167808,2.6481,3.6602549225043903,4.09660482115644,4.344889306214461,"Adam Wainwright",2233,425794
2023,"Lance Lynn","- - -",183.2,117,0.2917505030181087,0.822510822,0.210131332,0.356472795,0.433395872,0.116883116,0.19047619,5.733201941828312,0.4185,0.3407,0.2407,0.1704,0.5093,0.3204,92.42023896967284,93.87880424678653,102.18637510750816,100.31278561688346,9.359329665719724,3.283115641901683,2.156075943935434,92.44215002725291,2.8507,5.530897823480648,4.496006000028997,4.328763650757486,"Lance Lynn",2520,458681
2018,"Wade LeBlanc","SEA",162,89,0.2731182795698925,0.850961538,0.204545454,0.365702479,0.429752066,0.081730769,0.115384615,4.944453817026875,0.454,0.319,0.227,0.18,0.5112,0.3088,,,,,7.222235912511165,2.22222643461882,1.333335860771292,86.23064529254873,3.25,4.277716213780357,4.472377658461932,4.325563738717809,"Wade LeBlanc",5221,453281
2020,"Zach Davies","SDP",69.1,53,0.24864864864864866,1.114285714,0.216931216,0.412698412,0.37037037,0.1,0.128571428,6.879811225207297,0.433,0.3299,0.2371,0.1392,0.5722,0.2887,,84.69477186311785,100.09980988593156,89.96131178707226,8.177888814869052,2.4663474203573332,1.1682698306955788,,3.3158,3.8837278399948953,4.143046159129432,4.317822519954961,"Zach Davies",13183,605200
2016,"Tanner Roark","WSN",210,106,0.2689655172413793,1.563535911,0.201376936,0.487091222,0.311531841,0.06077348,0.093922651,4.542849844827504,0.3836,0.3601,0.2563,0.2312,0.526,0.2429,,,,,7.371416729342743,3.1285664025698847,0.7285702581327129,92.03529667075163,2.3562,3.7894260297032814,4.172632174190351,4.317563804952683,"Tanner Roark",8753,543699
2017,"Tanner Roark","WSN",181.1,107,0.29980657640232106,1.505882352,0.197740112,0.482109227,0.320150659,0.058823529,0.135294117,5.310671745048044,0.4204,0.3333,0.2463,0.1667,0.5556,0.2778,,,,,8.238986071756779,3.1764765577857457,1.1415462629542523,92.5318898298423,2.5938,4.133744946620604,4.152475740948987,4.313288071897318,"Tanner Roark",8753,543699
2016,"Adam Wainwright","STL",198.2,117,0.33,1.422459893,0.25493421,0.4375,0.307565789,0.106951871,0.117647058,5.300326478641329,0.3987,0.3633,0.2379,0.1913,0.4968,0.3119,,,,,7.293611650096188,2.672814207178106,0.9966425857274294,90.15604242149759,2.7288,3.93180347197749,4.059992918074004,4.310222209521799,"Adam Wainwright",2233,425794
2018,"Matthew Boyd","DET",170.1,81,0.25813449023861174,0.580912863,0.211180124,0.289855072,0.498964803,0.103734439,0.112033195,4.2798520067691825,0.4303,0.3176,0.252,0.1926,0.4324,0.375,,,,,8.401190976250618,2.6947216338917075,1.4266173355897276,90.47989583333333,3.1176,4.446147003264291,4.722301713806909,4.309723819448306,"Matthew Boyd",15440,571510
2019,"Eduardo Rodriguez","BOS",203.1,178,0.31666666666666665,1.491712707,0.190305206,0.484739676,0.324955116,0.071823204,0.132596685,7.878701729021312,0.367,0.3777,0.2553,0.227,0.4858,0.2872,,,,,9.427884653267077,3.3196776948123508,1.0622968623399522,92.99157088122605,2.84,3.8631913684195816,4.0994867660176855,4.309605904379344,"Eduardo Rodriguez",13164,593958
2019,"Joe Musgrove","PIT",170.1,100,0.29878048780487804,1.25698324,0.201581027,0.444664031,0.35375494,0.07821229,0.117318435,5.2837679095915835,0.4375,0.3398,0.2227,0.1895,0.4395,0.3711,,,,,8.295515618058786,2.0606694847407176,1.1095912610142324,92.72056477048332,4.0256,3.8187078355317583,4.306389247390117,4.3088337692193495,"Joe Musgrove",12970,605397
2017,"Drew Pomeranz","BOS",173.2,128,0.310126582278481,1.23668639,0.219008264,0.431818181,0.349173553,0.106508875,0.112426035,6.633384296417299,0.4146,0.3211,0.2642,0.2033,0.4715,0.3252,,,,,9.017256777942265,3.57580872228745,0.9846429814994428,91.44761314321141,2.5217,3.8371014097465475,4.145840005355975,4.307654685534665,"Drew Pomeranz",11426,519141
2019,"Anthony DeSclafani","CIN",166.2,75,0.27293064876957496,1.122905027,0.188034188,0.429487179,0.382478632,0.106145251,0.162011173,4.049991719072108,0.3824,0.3803,0.2374,0.1723,0.4223,0.4055,,,,,9.017981561133894,2.645994589793777,1.5659967980412148,94.70955023364486,3.4082,4.426007474400819,4.300417136960504,4.292256333452929,"Anthony DeSclafani",13050,543101
2020,"Brady Singer","KCR",64.1,32,0.2603550295857988,1.773584905,0.169491525,0.531073446,0.299435028,0.075471698,0.150943396,4.476686415345575,0.3559,0.3955,0.2486,0.1186,0.5593,0.322,71.28571428571429,93.40598130841121,100.21121495327101,96.89654205607476,8.533683479252502,3.217618361029632,1.1191716038363937,93.0374984741211,2.6522,4.077430645212438,4.049430902265486,4.2902753821188035,"Brady Singer",25377,663903
2018,"Jake Arrieta","PHI",172.2,92,0.2874251497005988,1.802721088,0.198443579,0.515564202,0.285992217,0.102040816,0.142857142,4.79535733111934,0.4038,0.3712,0.225,0.1846,0.5385,0.2769,,,,,7.1930359966790105,2.9710366073239394,1.0945924342772408,92.3638318650266,2.4211,4.255022579540913,4.080043126187977,4.290269336213187,"Jake Arrieta",4153,453562
2016,"Ervin Santana","MIN",181.1,75,0.28489483747609945,1.192708333,0.217472118,0.425650557,0.356877323,0.078125,0.098958333,3.722433466155171,0.3911,0.3469,0.262,0.19,0.5166,0.2934,,,,,7.39523448609494,2.6305196494163208,0.9430164780926433,92.70788770053476,2.8113,3.8083358691248788,4.20977968601772,4.289930938333427,"Ervin Santana",3200,429722
2019,"Michael Soroka","ATL",174.2,103,0.2796780684104628,2.023809523,0.234939759,0.512048192,0.253012048,0.142857142,0.111111111,5.307241553818096,0.4431,0.3392,0.2176,0.1902,0.4471,0.3627,,,,,7.316779617885142,2.112591298121766,0.7213726383830421,92.90522246868476,3.4634,3.4544674986728463,3.8474450312863695,4.279472483832575,"Michael Soroka",18383,647336
2016,"Jason Hammel","CHC",166.2,89,0.2668112798264642,1.104972375,0.197894736,0.421052631,0.381052631,0.077348066,0.138121546,4.805990173298901,0.3704,0.3621,0.2675,0.1852,0.4897,0.3251,,,,,7.775984100618446,2.8619941481442894,1.3499972396907025,91.97861302493439,2.717,4.484567183812968,4.343407990167549,4.27926538939035,"Jason Hammel",4538,434628
2016,"J.A. Happ","TOR",195,149,0.26788990825688075,1.196969696,0.220430107,0.424731182,0.354838709,0.095959595,0.111111111,6.876923076923077,0.3563,0.3739,0.2698,0.1781,0.5062,0.3157,,,,,7.523076923076923,2.769230769230769,1.0153846153846153,91.77903043968433,2.7167,3.956826329842592,4.18138326666294,4.278042673539472,"J.A. Happ",7410,457918
2017,"Rick Porcello","BOS",203.1,104,0.3235294117647059,0.980620155,0.208978328,0.391640866,0.399380804,0.104651162,0.147286821,4.603286403473127,0.4169,0.3277,0.2554,0.1708,0.4462,0.3831,,,,,8.011488836813806,2.1245937246799045,1.6819700320382578,92.14247551202138,3.7708,4.603544233680405,4.431074315939033,4.277167777638633,"Rick Porcello",2717,519144
2019,"José Berríos","MIN",200.1,135,0.2994652406417112,1.124423963,0.205172413,0.420689655,0.374137931,0.129032258,0.119815668,6.0649021637025085,0.4174,0.3152,0.2675,0.1942,0.4429,0.3629,,,,,8.760414236459178,2.29118526184317,1.1680552315278905,93.12160864717542,3.8235,3.8529461475689697,4.320458450899014,4.277128742715984,"Jose Berrios",14168,621244
2018,"Kevin Gausman","- - -",183.2,90,0.29908256880733947,1.37368421,0.205985915,0.459507042,0.334507042,0.1,0.136842105,4.410162576069187,0.345,0.3625,0.2925,0.1786,0.4746,0.3468,,,,,7.252267347313774,2.4500903200384374,1.2740469664199874,93.59333624003416,2.96,4.320139563415199,4.188412339677448,4.2766338711674665,"Kevin Gausman",14107,592332
2020,"Germán Márquez","COL",81.2,40,0.3,1.9375,0.232653061,0.506122448,0.261224489,0.046875,0.09375,4.408161343500291,0.4187,0.3374,0.2439,0.1016,0.5244,0.374,71.03580508474575,98.46598528209321,101.43319705641863,100.62461161079311,8.044894451888032,2.755100839687682,0.6612242015250437,95.90360169491525,2.92,3.277134040521132,3.8331713311480606,4.2749287810989625,"German Marquez",15038,608566
2015,"Jonathon Niese","NYM",176.2,98,0.30017452006980805,2.207142857,0.208112874,0.544973544,0.24691358,0.05,0.142857142,4.992452733617698,0.403,0.3457,0.2513,0.1922,0.511,0.2968,,,,,5.756603662232652,2.8018867382548307,1.0188679048199385,89.02403099005171,2.0545,4.4128452071569795,4.110545178456737,4.274208647787096,"Jonathon Niese",4424,477003
2016,"Ian Kennedy","KCR",195.2,107,0.2681992337164751,0.701550387,0.195970695,0.331501831,0.472527472,0.127906976,0.127906976,4.921626862742024,0.4,0.3081,0.2919,0.1856,0.4505,0.364,,,,,8.463358343406846,3.0357698405698472,1.5178849202849234,92.05327868852459,2.7879,4.669565563508428,4.673268501962259,4.271503841484673,"Ian Kennedy",6986,453178
2017,"Germán Márquez","COL",162,99,0.3156779661016949,1.36419753,0.216768916,0.45194274,0.331288343,0.080246913,0.154320987,5.5,0.375,0.3508,0.2742,0.1774,0.4778,0.3448,,,,,8.166666666666666,2.7222222222222223,1.3888888888888888,95.00726216412491,3,4.404553751297939,4.177183917606318,4.270694176720015,"German Marquez",15038,608566
2022,"Germán Márquez","COL",181.2,94,0.29135338345864664,1.494382022,0.205724508,0.475849731,0.31842576,0.06741573,0.168539325,4.656871998346342,0.3932,0.3683,0.2384,0.1103,0.5285,0.3612,76.15798122065728,94.07706939063053,99.55730891158859,97.39545614653045,7.43117872076544,3.121095062721485,1.486235744153088,95.55316534624413,2.381,4.71426166715753,4.017969875289409,4.267192520652939,"German Marquez",15038,608566
2016,"Mike Fiers","HOU",168.2,114,0.312621359223301,1.321637426,0.259328358,0.421641791,0.31902985,0.12865497,0.152046783,6.082991662294852,0.4677,0.3198,0.2126,0.1719,0.475,0.353,,,,,7.150183181995702,2.2411021913717875,1.3873489756111064,89.4301996469101,3.1905,4.433128585003319,4.1178175397789545,4.259361681459245,"Mike Fiers",7754,571666
2018,"Mike Fiers","- - -",172,88,0.26907630522088355,0.911894273,0.173333333,0.394285714,0.432380952,0.105726872,0.140969162,4.604650403242613,0.4396,0.3358,0.2245,0.1509,0.4585,0.3906,,,,,7.273254614212764,1.9360461922724623,1.6744183284518592,89.3990203259038,3.7568,4.747639185775331,4.50877703815937,4.252973680570319,"Mike Fiers",7754,571666
2018,"Kyle Gibson","MIN",196.2,90,0.2846580406654344,1.780645161,0.22202166,0.498194945,0.279783393,0.103225806,0.148387096,4.118636931114213,0.4468,0.3457,0.2074,0.195,0.4149,0.3901,,,,,8.19151122966049,3.61524797286692,1.052540549062521,93.11274692895087,2.2658,4.126530166142315,3.907885000933461,4.252189571066148,"Kyle Gibson",10123,502043
2023,"Chris Bassitt","TOR",200,114,0.2735674676524954,1.122641509,0.200710479,0.422735346,0.376554174,0.108490566,0.132075471,5.13,0.3814,0.348,0.2707,0.1652,0.5501,0.2847,73.65426621160411,91.82876756066409,100.2840996168582,98.86861430395915,8.37,2.655,1.26,92.43242054180887,3.1525,4.280039882659912,4.212593973875046,4.24748831738154,"Chris Bassitt",12304,605135
2015,"Wade Miley","BOS",193.2,118,0.3071786310517529,1.6,0.207578253,0.487644151,0.304777594,0.07027027,0.091891891,5.483639232121307,0.4497,0.3247,0.2256,0.1818,0.5714,0.2468,,,,,6.831313280693492,2.9741772106420648,0.7900158215767985,90.8410535876476,2.2969,3.810018724220054,4.078514460432068,4.23691615244655,"Wade Miley",8779,489119
2023,"Sandy Alcantara","MIA",184.2,88,0.2873134328358209,1.688235294,0.172101449,0.519927536,0.307971014,0.070588235,0.129411764,4.288800749805596,0.4004,0.3698,0.2298,0.149,0.5081,0.3429,110.80017271157166,112.92559764619341,105.52309672673776,107.66219198234646,7.359192195689147,2.339345863530325,1.072200187451399,97.96614583333333,3.1458,4.029406684708144,4.00270996011582,4.236575994636013,"Sandy Alcantara",18684,645261
2016,"Josh Tomlin","CLE",174,99,0.2755474452554745,1.24137931,0.210069444,0.4375,0.352430555,0.078817733,0.177339901,5.120689655172414,0.4332,0.351,0.2158,0.1644,0.4966,0.339,,,,,6.103448275862069,1.0344827586206897,1.8620689655172413,87.77959061654656,5.9,4.876454977057446,4.129998641983531,4.236507556048555,"Josh Tomlin",9388,458708
2015,"Julio Teheran","ATL",200.2,106,0.2877442273534636,1.091346153,0.242160278,0.395470383,0.362369337,0.096153846,0.129807692,4.754144750254222,0.3881,0.3627,0.2492,0.1847,0.5017,0.3136,,,,,7.669422191447849,3.2740808185713037,1.2109613986496603,91.49421965317919,2.3425,4.404361910428997,4.18478995525847,4.235221847831587,"Julio Teheran",6797,527054
2023,"Jordan Montgomery","- - -",188.2,99,0.29390018484288355,1.243523316,0.219819819,0.432432432,0.347747747,0.103626943,0.093264248,4.722613949771041,0.3918,0.3309,0.2773,0.1431,0.5349,0.322,74.69451612903227,96.5796678653969,101.25123232289128,96.15777213340733,7.918726420828211,2.289752218070808,0.858657081776553,93.35386844758065,3.4583,3.562460319345345,4.0135050019011596,4.2320652867759065,"Jordan Montgomery",16511,656756
2016,"Trevor Bauer","CLE",190,100,0.2922794117647059,1.581395348,0.204301075,0.487455197,0.308243727,0.087209302,0.116279069,4.736834449463429,0.3741,0.3404,0.2855,0.1897,0.4911,0.3191,,,,,7.957881875098561,3.3157841146244005,0.9473668898926858,93.32639243197279,2.4,3.9939369711013066,4.133321106828478,4.224839959749688,"Trevor Bauer",12703,545333
2018,"Tyler Anderson","COL",176,95,0.2806652806652807,0.934343434,0.240079365,0.367063492,0.392857142,0.111111111,0.151515151,4.857954545454546,0.4305,0.3425,0.227,0.2094,0.456,0.3346,,,,,8.386363636363637,3.0170454545454546,1.5340909090909092,91.85992907801419,2.7797,4.569521054354581,4.2116743723099885,4.224191955491866,"Tyler Anderson",12880,542881
2022,"Nick Pivetta","BOS",179.2,108,0.3002028397565923,0.917431192,0.196153846,0.384615384,0.419230769,0.128440366,0.123853211,5.410008291536645,0.4288,0.3423,0.2288,0.1577,0.5,0.3423,112.38861323155217,106.72279220779217,97.7359090909091,100.91444805194801,8.766217139064008,3.6567648637238435,1.3525020728841612,93.42366412213741,2.3973,4.42040506524018,4.263012532953995,4.213446755190487,"Nick Pivetta",15454,601713
2016,"Jake Odorizzi","TBR",187.2,108,0.27115384615384613,0.825726141,0.189686924,0.366482504,0.44383057,0.091286307,0.12033195,5.179386687232117,0.3625,0.3406,0.2969,0.1676,0.4954,0.337,,,,,7.960909167412327,2.5896933436160583,1.3907612400901053,91.29600778967868,3.0741,4.313530500351442,4.443597900901983,4.212258529572315,"Jake Odorizzi",6397,543606
2016,"Wade Miley","- - -",166,90,0.32793522267206476,1.564935064,0.225490196,0.472549019,0.301960784,0.058441558,0.162337662,4.879518072289157,0.422,0.3719,0.2062,0.1734,0.4933,0.3333,,,,,7.427710843373494,2.6566265060240966,1.355421686746988,90.28873152351024,2.7959,4.44777473886329,4.0351376697600605,4.211871972056556,"Wade Miley",8779,489119
2023,"Lucas Giolito","- - -",184.1,106,0.2740899357601713,0.792207792,0.181818181,0.361660079,0.456521739,0.142857142,0.177489177,5.175405033012519,0.426,0.3116,0.2623,0.1834,0.4734,0.3432,83.7357249626308,94.52491613272669,101.12071600908425,100.68484795846526,9.960213459759943,3.5641940321689995,2.001807607108616,93.10650370188715,2.7945,5.267697395498114,4.448120057281894,4.206639661733403,"Lucas Giolito",15474,608337
2019,"Zack Wheeler","NYM",195.1,112,0.3112701252236136,1.223880597,0.214411247,0.432337434,0.353251318,0.109452736,0.109452736,5.160418559208983,0.3948,0.3069,0.2983,0.1931,0.4931,0.3138,,,,,8.984657312908498,2.303758285361153,1.0136536455589074,96.78786755010549,3.9,3.480222021075788,4.062974627732225,4.203261330341278,"Zack Wheeler",10310,554430
2015,"Trevor Bauer","CLE",176,83,0.2762312633832976,0.964285714,0.201244813,0.392116182,0.406639004,0.137755102,0.117346938,4.244318181818182,0.4102,0.3306,0.2592,0.2143,0.4755,0.3102,,,,,8.693181818181818,4.0397727272727275,1.1761363636363635,92.84516948118048,2.1519,4.3324635852466935,4.276958612454209,4.203247563283524,"Trevor Bauer",12703,545333
2018,"Derek Holland","SFG",171.1,80,0.28846153846153844,1.111764705,0.244210526,0.397894736,0.357894736,0.117647058,0.111764705,4.202326427920965,0.4004,0.3368,0.2628,0.1745,0.4374,0.3881,,,,,8.877414578983037,3.519448383383808,0.9980525266312291,,2.5224,3.8724910122169462,4.069614412187419,4.195857628745811,"Derek Holland",4141,502706
2015,"Mike Leake","- - -",192,92,0.25982905982905985,1.943396226,0.216080402,0.517587939,0.266331658,0.081761006,0.138364779,4.312493059795343,0.4119,0.3641,0.2241,0.1647,0.547,0.2883,,,,,5.57811602299615,2.29687130358665,1.0312483403858428,90.27162294130068,2.4286,4.196098238977561,3.9285537301670135,4.188259169546042,"Mike Leake",10130,502190
2015,"Rubby De La Rosa","ARI",188.2,121,0.2875,1.494736842,0.18134715,0.490500863,0.328151986,0.07368421,0.168421052,5.7720743798304195,0.3801,0.3193,0.3007,0.1554,0.5625,0.2821,,,,,7.155464107227792,3.0052949250356726,1.526499009541929,94.38909634055265,2.381,4.8138089281358045,4.0949609903254505,4.1853400355216905,"Rubby De La Rosa",3862,523989
2018,"Zack Godley","ARI",178.1,98,0.323943661971831,1.730496453,0.23,0.488,0.282,0.106382978,0.113475177,4.945803843528035,0.4444,0.3509,0.2047,0.191,0.425,0.384,,,,,9.336466439313128,4.087858278834396,0.8074781785351894,89.19999694824219,2.284,3.8165061653235135,3.9560044986835496,4.183907169142782,"Zack Godley",14862,643327
2022,"José Urquidy","HOU",164.1,114,0.2642706131078224,0.803571428,0.192,0.36,0.448,0.107142857,0.129464285,6.243420654952535,0.4402,0.3227,0.2371,0.1713,0.5219,0.3068,110.15574712643678,105.74450757575762,104.04231060606057,105.87928030303037,7.338757611961752,2.0811402183175116,1.5882385876633642,93.53987068965517,3.5263,4.597219906849473,4.320975955865386,4.183660880563632,"Jose Urquidy",18413,664353
2015,"Jeff Samardzija","CHW",214,102,0.3028919330289193,0.981343283,0.212166172,0.390207715,0.397626112,0.100746268,0.108208955,4.289719626168225,0.4023,0.3338,0.2638,0.1866,0.5437,0.2697,,,,,6.855140186915888,2.060747663551402,1.219626168224299,93.79166666666667,3.3265,4.227057892808291,4.313409729622235,4.1820958822707155,"Jeff Samardzija",3254,502188
